,NPA_CL,EVT_STAT_CD,EVT_CL_CD,HPPN_X,HPPN_Y
1562178,19,10,401,127.250946,36.27364293
1564178,19,10,401,127.2510509,36.27355662
1565474,19,10,401,127.222506,36.219998
1565739,19,10,401,127.14627743,36.17515683
1567092,19,10,401,127.196587,36.215036
1568041,13,10,401,127.31947895,36.29974737
1568324,13,10,401,127.32902641,36.29765851
1570948,13,10,401,127.32252896,36.28460182
1571189,19,10,401,127.21268892,36.1589241
1572283,19,10,401,127.23625,36.28753523
1572345,13,10,401,127.32334679,36.29821376
1572396,19,10,401,127.27006872,36.21154205
1573675,19,10,401,127.21218485,36.15885978
1575301,13,10,401,127.325957,36.296288
1577401,19,10,401,127.2544241,36.28044963
1577456,13,10,401,127.2544241,36.28044963
1580374,19,10,401,127.236056,36.167904
1580455,13,10,401,127.27441986,36.2700754
1580764,13,10,401,127.29419923,36.22220258
1581290,19,10,401,127.243309,36.289891
1582317,19,10,401,127.29419923,36.22220258
1585451,13,10,401,127.31620029,36.29951597
1589712,19,10,401,127.27628909,36.21984114
1591239,19,10,401,127.176144,36.242811
1591586,19,10,401,127.24427588,36.28863825
1592104,13,10,401,127.32009015,36.29151224
1592736,13,10,401,127.325233,36.297117
1593989,13,10,401,127.32352627,36.29850538
1597740,19,10,401,127.241356,36.171606
1601415,19,10,401,127.240298,36.136736
1603526,13,10,401,127.32237109,36.29975856
1604986,19,10,401,127.265904,36.209275
1605688,13,10,401,127.323475,36.289419
1606920,19,10,401,127.26573527,36.20290948
1608452,19,10,401,127.2480556,36.3
1610261,19,10,401,127.222666,36.271811
1611931,19,10,401,127.32326031,36.28950477
1612470,13,10,401,127.316826,36.29975
1613113,19,10,401,127.238503,36.28252
1613478,19,10,401,127.228508,36.249719
1613907,19,10,401,127.323475,36.289419
1616835,19,10,401,127.17309952,36.1907351
1619297,19,10,401,127.218289,36.20952
1619693,19,10,401,127.217216,36.161585
1620452,19,10,401,127.239811,36.283152
1622878,13,10,401,127.28863133,36.27332626
1628094,13,10,401,127.30680773,36.28189123
1629858,19,10,401,127.236138,36.288
1630983,19,10,401,127.161963,36.152025
1631464,19,10,401,127.242837,36.289237
1631550,13,10,401,127.326828,36.244862
1631569,19,10,401,127.26543612,36.26846761
1637472,19,10,401,127.141786,36.176019
1637837,13,10,401,127.26665497,36.27454877
1639067,19,10,401,127.24915461,36.27201314
1641907,19,10,401,127.16095973,36.21823894
1642803,13,10,401,127.324953,36.296253
1644485,19,10,401,127.26665497,36.27454877
1644714,19,10,401,127.20342492,36.17488559
1645573,19,10,401,127.2730556,36.2538889
1648606,19,10,401,127.14185715,36.29153252
1650078,19,10,401,127.23847965,36.28459531
1651527,19,10,401,127.241713,36.290632
1653908,13,10,401,127.291803,36.269946
1655606,19,10,401,127.22799895,36.2455059
1655787,13,10,401,127.32323094,36.29877339
1657889,19,10,401,127.177208,36.161042
1657993,19,10,401,127.21447,36.158688
1659529,19,10,401,127.19657421,36.20835185
1659626,19,10,401,127.23329575,36.28561063
1659740,19,10,401,127.27558813,36.23687026
1663841,13,10,401,127.32295227,36.29872766
1664226,19,10,401,127.27277842,36.26688571
1664285,13,10,401,127.318575,36.297722
1664590,19,10,401,127.22796973,36.24555145
1665657,19,10,401,127.141986,36.281018
1665983,13,10,401,127.299847,36.221791
1666026,13,10,401,127.296662,36.20776
1668074,19,10,401,127.228139,36.239928
1669238,19,10,401,127.202767,36.11889
1671909,19,10,401,127.26906107,36.27048923
1672591,13,10,401,127.32253436,36.2998643
1674294,13,10,401,127.30555512,36.28884592
1675632,19,10,401,127.300189,36.156294
1676707,19,10,401,127.181561,36.170291
1677116,19,10,401,127.30484163,36.14387358
1677758,19,10,401,127.163091,36.188065
1677782,19,10,401,127.225612,36.226757
1679128,13,10,401,127.31625696,36.28575844
1681347,19,10,401,127.2399938,36.2813884
1681842,19,10,401,127.249588,36.270765
1682823,19,10,401,127.2436094,36.1758327
1684468,13,10,401,127.31396996,36.28585485
1685454,13,10,401,127.31113893,36.28513635
1685820,13,10,401,127.30412274,36.28150376
1686101,19,10,401,127.248988,36.28299
1687281,19,10,401,127.242388,36.293305
1687685,19,10,401,127.151503,36.174962
1692570,13,10,401,127.296555,36.279069
1695089,19,10,401,127.299847,36.221791
1696108,19,10,401,127.237944,36.283362
1700107,13,10,401,127.32550277,36.29758994
1702152,13,10,401,127.29801,36.222303
1705402,19,10,401,127.20564,36.185004
1706077,19,10,401,127.22086091,36.16007391
1706221,19,10,401,127.19715026,36.21442814
1706309,19,10,401,127.143592,36.213564
1707644,19,10,401,127.224437,36.2794465
1710065,19,10,401,127.16071824,36.21126586
1710864,19,10,401,127.23941,36.28916
1712298,19,10,401,127.24445347,36.29513809
1712675,13,10,401,127.3235722,36.29929103
1714496,19,10,401,127.256849,36.275525
1721119,19,10,401,127.23910407,36.2820823
1723564,19,10,401,127.256423,36.257373
1724082,19,10,401,127.210177,36.153231
1724222,19,10,401,127.25665526,36.26723627
1725500,19,10,401,127.216702,36.286039
1725940,19,10,401,127.16110715,36.21008095
1728265,19,10,401,127.20558454,36.18488376
1738157,13,10,401,127.318909,36.294611
1740381,13,10,401,127.318019,36.299496
1741263,13,10,401,127.31098402,36.285045
1743340,13,10,401,127.32276619,36.2993794
1745098,19,10,401,127.194788,36.215724
1747016,19,10,401,127.150574,36.174216
1750125,19,10,401,127.144271,36.214744
1752436,19,10,401,127.206724,36.165597
1753029,19,10,401,127.237817,36.285708
1755773,13,10,401,127.32983063,36.29241113
1756053,19,10,401,127.32983063,36.29241113
1759991,19,10,401,127.272743,36.268596
1760145,19,10,401,127.22695827,36.16299033
1760450,19,10,401,127.187541,36.164632
1760575,19,10,401,127.27352142,36.26692057
1761905,19,10,401,127.141647,36.291444
1762878,19,10,401,127.24936178,36.27079927
1765460,19,10,401,127.24467,36.295605
1765785,19,10,401,127.23973494,36.28161981
1765877,19,10,401,127.237666,36.280474
1766179,19,10,401,127.25701372,36.27303253
1769136,19,10,401,127.1505033,36.28978154
1770512,13,10,401,127.32678214,36.29325296
1772075,19,10,401,127.1424901,36.2130511
1772140,19,10,401,127.145588,36.212698
1772178,19,10,401,127.1453909,36.21258051
1772525,19,10,401,127.223358,36.127371
1773260,13,10,401,127.324764,36.297719
1773466,19,10,401,127.188108,36.167224
1775308,19,10,401,127.242861,36.289078
1776052,19,10,401,127.183088,36.188234
1776741,13,10,401,127.32415007,36.29896758
1777629,19,10,401,127.2432796,36.28906011
1778588,13,10,401,127.32360693,36.2987367
1780862,13,10,401,127.3235178,36.29918218
1784197,19,10,401,127.202578,36.213927
1784502,13,10,401,127.31708749,36.29794166
1785684,13,10,401,127.32996983,36.29627961
1789021,19,10,401,127.2644448,36.2683314
1789637,19,10,401,127.187912,36.226397
1794074,19,10,401,127.147077,36.170054
1795492,13,10,401,127.32271617,36.29928246
1795579,19,10,401,127.26997766,36.21061657
1796953,19,10,401,127.259531,36.126341
1800028,13,10,401,127.31074067,36.28519195
1803206,13,10,401,127.287342,36.238524
1803380,13,10,401,127.32663292,36.29739317
1804459,19,10,401,127.223248,36.127704
1804576,19,10,401,127.24134687,36.28237209
1807142,13,10,401,127.310843,36.285074
1807477,19,10,401,127.262747,36.272558
1807533,19,10,401,127.24293875,36.29526421
1811710,13,10,401,127.32367906,36.29868341
1812321,13,10,401,127.32452631,36.29841124
1813195,19,10,401,127.267385,36.208287
1814640,13,10,401,127.32277,36.294806
1814962,13,10,401,127.310514,36.284913
1815470,13,10,401,127.32074238,36.29818839
1817909,19,10,401,127.218152,36.129217
1820796,13,10,401,127.29085965,36.26996423
1821016,19,10,401,127.159647,36.133601
1821336,19,10,401,127.240888,36.290472
1821367,19,10,401,127.243051,36.290612
1822972,13,10,401,127.32643165,36.29357393
1824332,13,10,401,127.32346515,36.29925189
1827017,19,10,401,127.24120617,36.28908634
1829548,19,10,401,127.241631,36.29051
1833622,19,10,401,127.226013,36.222296
1836898,19,10,401,127.23286463,36.28399168
1840034,19,10,401,127.241961,36.286591
1841306,19,10,401,127.24330189,36.28994958
1843860,19,10,401,127.26249672,36.19772818
1847036,19,10,401,127.302207,36.218231
1849524,19,10,401,127.231351,36.28380428
1851052,13,10,401,127.3172468,36.2905186
1851247,19,10,401,127.3172468,36.2905186
1852502,19,10,401,127.144437,36.201491
1854816,19,10,401,127.2506261,36.1866635
1854992,19,10,401,127.17531,36.159385
1856510,19,10,401,127.24639516,36.27257736
1857152,13,10,401,127.2809112,36.26635844
1857676,19,10,401,127.268393,36.273454
1857720,13,10,401,127.268393,36.273454
1857837,19,10,401,127.24252027,36.29299944
1859223,19,10,401,127.2285996,36.26121993
1859398,19,10,401,127.20466375,36.20934963
1859521,19,10,401,127.22941264,36.26322064
1861069,19,10,401,127.22505528,36.22064752
1866360,19,10,401,127.259759,36.212261
1868062,19,10,401,127.28105075,36.25772821
1868910,19,10,401,127.211498,36.158704
1869058,19,10,401,127.24597,36.285367
1870126,13,10,401,127.32165434,36.29793558
1870437,19,10,401,127.24980481,36.27691446
1876488,19,10,401,127.17006436,36.14530521
1877850,19,10,401,127.20716398,36.21427515
1879593,19,10,401,127.23701,36.28796658
1879728,19,10,401,127.25142567,36.27228181
1880011,19,10,401,127.28128991,36.26708838
1880102,19,10,401,127.242278,36.28920199
1880718,13,10,401,127.28128991,36.26708838
1880758,19,10,401,127.26421223,36.2692904
1881852,13,10,401,127.318048,36.298555
1881892,19,10,401,127.252085,36.187828
1887912,13,10,401,127.32649184,36.29293951
1889418,19,10,401,127.227323,36.224515
1890790,13,10,401,127.32645674,36.29362155
1892391,13,10,401,127.32908608,36.29528832
1894772,19,10,401,127.271163,36.267697
1894902,19,10,401,127.27112406,36.26759527
1895923,19,10,401,127.19582274,36.21259225
1896003,19,10,401,127.19949245,36.17376208
1897190,19,10,401,127.289151,36.182442
1897665,19,10,401,127.23547698,36.27377233
1897704,19,10,401,127.23543892,36.27371086
1897706,19,10,401,127.23560573,36.27373328
1900033,19,10,401,127.2646648,36.2687498
1900977,19,10,401,127.16209884,36.21126577
1901326,19,10,401,127.23946616,36.28457581
1902963,13,10,401,127.32298481,36.29837388
1905091,13,10,401,127.32121769,36.29681371
1905271,13,10,401,127.32984925,36.2929057
1905986,13,10,401,127.32963908,36.29661979
1908234,19,10,401,127.26286008,36.27217979
1909949,19,10,401,127.17657566,36.14357114
1911054,19,10,401,127.223309,36.220715
1911099,19,10,401,127.1605196,36.21271554
1915269,13,10,401,127.32713879,36.29991575
1917023,13,10,401,127.326491,36.293
1917790,19,10,401,127.290757,36.185416
1917898,13,10,401,127.32327,36.294611
1919672,13,10,401,127.319853,36.3
1920135,19,10,401,127.170089,36.195953
1923972,19,10,401,127.141578,36.280707
1925026,19,10,401,127.244331,36.288433
1928054,19,10,401,127.26008217,36.26809387
1929138,19,10,401,127.23305,36.284519
1932182,13,10,401,127.32621624,36.29680108
1934525,13,10,401,127.320909,36.299989
1936459,19,10,401,127.237612,36.137573
1936638,19,10,401,127.148952,36.212509
1938388,19,10,401,127.151363,36.127875
1938804,19,10,401,127.2376066,36.2843227
1940588,19,10,401,127.25823,36.262088
1942606,19,10,401,127.2534585,36.26761794
1946065,19,10,401,127.175809,36.147817
1946515,19,10,401,127.2777804,36.25672403
1948605,19,10,401,127.244415,36.299249
1950923,19,10,401,127.25472,36.274308
1951594,13,10,401,127.30137691,36.28053311
1952807,13,10,401,127.32486349,36.29994206
1953294,13,10,401,127.2387,36.17297
1953834,19,10,401,127.2407609,36.2864041
1954365,13,10,401,127.31417702,36.28583837
1957324,13,10,401,127.322797,36.295583
1957665,19,10,401,127.235435,36.201663
1958601,19,10,401,127.2387,36.17297
1958863,19,10,401,127.229705,36.263434
1961662,19,10,401,127.3053,36.144483
1962307,19,10,401,127.216058,36.214821
1962969,19,10,401,127.231207,36.265118
1963604,19,10,401,127.1964186,36.2082338
1964033,13,10,401,127.32676594,36.29952814
1966848,19,10,401,127.2156823,36.2184423
1966972,13,10,401,127.31102786,36.28506488
1967111,19,10,401,127.239083,36.289084
1967114,19,10,401,127.2160363,36.2183887
1971307,13,10,401,127.32256328,36.2997277
1972317,13,10,401,127.32080582,36.29812189
1972384,19,10,401,127.20383614,36.17490744
1973440,19,10,401,127.24561922,36.20970657
1973519,13,10,401,127.325686,36.295472
1974542,13,10,401,127.23884656,36.28630403
1975156,13,10,401,127.326897,36.272505
1976613,19,10,401,127.25721211,36.26634093
1978020,19,10,401,127.203015,36.122956
1978707,13,10,401,127.3177015,36.29431633
1981387,13,10,401,127.32348885,36.29896087
1987329,19,10,401,127.239415,36.285977
1987539,19,10,401,127.29475726,36.19223473
1990302,19,10,401,127.17548132,36.15943909
1991520,13,10,401,127.325964,36.296333
1992536,19,10,401,127.27370141,36.21774736
1997655,13,10,401,127.32188712,36.29960828
1999921,13,10,401,127.327547,36.299527
2000496,19,10,401,127.14177807,36.2842883
2004798,19,10,401,127.17834989,36.21227868
2007150,19,10,401,127.239499,36.290592
2008024,13,10,401,127.32203767,36.29921764
2008079,19,10,401,127.188904,36.224995
2008480,13,10,401,127.326147,36.296764
2011332,19,10,401,127.166778,36.214226
2013525,13,10,401,127.31582191,36.29939346
2022419,19,10,401,127.15559903,36.21154469
2023387,13,10,401,127.32795099,36.29353145
2026269,19,10,401,127.22110315,36.15043268
2028520,13,10,401,127.307104,36.287723
2034459,19,10,401,127.174272,36.233758
2034589,13,10,401,127.323907,36.269452
2035050,19,10,401,127.22494525,36.21735562
2035745,19,10,401,127.22513,36.21723
2038351,13,10,401,127.32155804,36.29728051
2039885,19,10,401,127.1551341,36.1848611
2046610,19,10,401,127.256527,36.270783
2047826,13,10,401,127.32440993,36.29922151
2048793,19,10,401,127.24258957,36.17302737
2049229,19,10,401,127.23987323,36.28859199
2055431,19,10,401,127.236779,36.137351
2056128,19,10,401,127.244875,36.179813
2057263,13,10,401,127.32438,36.298805
2059408,19,10,401,127.2417909,36.2868547
2068092,19,10,401,127.162186,36.200705
2069036,13,10,401,127.2982407,36.2796235
2069314,13,10,401,127.318927,36.299117
2071390,13,10,401,127.32060599,36.29300309
2071789,13,10,401,127.31090932,36.28514429
2073662,13,10,401,127.32404245,36.29923947
2074173,13,10,401,127.30457993,36.28155593
2075092,19,10,401,127.23544508,36.2872317
2075148,19,10,401,127.235799,36.287059
2075235,19,10,401,127.228589,36.261202
2076505,13,10,401,127.3232308,36.29948755
2078583,19,10,401,127.24072587,36.28489136
2079843,19,10,401,127.282362,36.267081
2079933,13,10,401,127.282362,36.267081
2081481,13,10,401,127.32949963,36.297176
2085375,19,10,401,127.23952026,36.28714438
2087717,19,10,401,127.164581,36.153216
2090097,19,10,401,127.25086212,36.272403
2090688,20,10,401,127.164581,36.153216
2091858,13,10,401,127.28940171,36.26383326
2092040,19,10,401,127.194702,36.20803
2092043,19,10,401,127.28940171,36.26383326
2095178,13,10,401,127.32901731,36.29809918
2099625,19,10,401,127.173207,36.157883
2103380,19,10,401,127.1965903,36.2086898
2105255,19,10,401,127.20528678,36.21374028
2106585,19,10,401,127.259089,36.272327
2111455,19,10,401,127.240954,36.2870318
2111461,19,10,401,127.25525006,36.19047959
2112057,13,10,401,127.316136,36.298528
2112561,19,10,401,127.218374,36.210861
2112868,13,10,401,127.232063,36.284323
2113203,19,10,401,127.275802,36.215009
2115664,13,10,401,127.31957855,36.29905672
2116467,19,10,401,127.1501463,36.13884629
2116657,19,10,401,127.15056436,36.13970695
2117049,19,10,401,127.248909,36.283164
2117457,19,10,401,127.23472,36.287454
2119132,19,10,401,127.15040898,36.13946629
2119716,19,10,401,127.2124958,36.1484098
2120718,19,10,401,127.257081,36.268975
2120738,13,10,401,127.257081,36.268975
2121174,19,10,401,127.23773,36.282601
2125152,19,10,401,127.23959823,36.28097561
2125252,13,10,401,127.32231007,36.29823013
2126530,19,10,401,127.25731256,36.26635209
2127356,19,10,401,127.242138,36.286417
2127603,13,10,401,127.32884569,36.29738858
2127748,19,10,401,127.21581043,36.21864701
2129792,13,10,401,127.3201899,36.2930686
2129846,13,10,401,127.32021142,36.29304594
2131504,13,10,401,127.32326134,36.2890373
2131919,19,10,401,127.32326134,36.2890373
2132040,19,10,401,127.25117,36.272444
2134183,19,10,401,127.18764462,36.16467697
2135867,13,10,401,127.322465,36.296543
2135872,19,10,401,127.238249,36.281668
2139073,19,10,401,127.157371,36.177206
2139643,19,10,401,127.20634409,36.15978543
2139645,19,10,401,127.21226,36.158763
2141253,19,10,401,127.187561,36.164669
2144148,19,10,401,127.187418,36.16459
2146086,19,10,401,127.24038903,36.29855499
2146906,13,10,401,127.32885947,36.29475183
2146928,19,10,401,127.27382183,36.23279214
2147397,19,10,401,127.227516,36.163216
2148024,19,10,401,127.14205,36.285428
2148658,13,10,401,127.32118431,36.29446172
2149454,19,10,401,127.27721488,36.22133884
2150234,19,10,401,127.16087844,36.21292093
2155870,13,10,401,127.319099,36.299768
2159073,19,10,401,127.27504,36.226446
2160518,19,10,401,127.242925,36.28643
2160608,19,10,401,127.260132,36.268219
2161851,19,10,401,127.25036819,36.27280323
2162417,19,10,401,127.272964,36.209328
2162467,19,10,401,127.253391,36.262741
2163285,19,10,401,127.228611,36.250709
2164107,19,10,401,127.158466,36.126333
2164536,13,10,401,127.31412126,36.2858496
2165229,19,10,401,127.25106477,36.27348639
2165462,19,10,401,127.248582,36.274585
2168219,19,10,401,127.25092696,36.2733785
2168360,13,10,401,127.248582,36.274585
2168515,19,10,401,127.24703888,36.27034166
2169218,19,10,401,127.15529893,36.17644193
2170114,19,10,401,127.24355,36.288267
2170360,19,10,401,127.255165,36.271863
2172730,19,10,401,127.153707,36.218372
2174572,19,10,401,127.25539,36.279956
2175553,19,10,401,127.266561,36.268557
2177033,19,10,401,127.21803,36.211426
2177353,19,10,401,127.24031847,36.28638764
2177743,19,10,401,127.20356941,36.1751461
2179419,13,10,401,127.25539,36.279956
2179774,19,10,401,127.25653868,36.27426363
2181205,19,10,401,127.244918,36.179652
2183291,19,10,401,127.2540615,36.28055152
2183538,13,10,401,127.30892278,36.28310168
2183862,13,10,401,127.32982442,36.29469863
2184383,13,10,401,127.24238799,36.28934199
2186534,19,10,401,127.2435301,36.28810084
2187308,13,10,401,127.32180787,36.29495117
2189537,19,10,401,127.17861385,36.15263277
2192863,19,10,401,127.147258,36.253337
2195921,13,10,401,127.3289656,36.29917278
2196092,19,10,401,127.27646825,36.23973431
2201822,13,10,401,127.296555,36.221112
2201962,19,10,401,127.296555,36.221112
2202242,19,10,401,127.236779,36.287626
2202275,13,10,401,127.236779,36.287626
2203768,13,10,401,127.32098865,36.29470223
2207080,13,10,401,127.30615194,36.28168046
2207341,19,10,401,127.23903429,36.28205007
2208666,19,10,401,127.23692798,36.28268618
2209218,19,10,401,127.3289656,36.29917278
2213943,13,10,401,127.31682275,36.29825742
2221196,19,10,401,127.254815,36.275755
2222754,19,10,401,127.257805,36.260891
2228357,13,10,401,127.32264388,36.29978999
2228631,19,10,401,127.175506,36.159348
2229753,19,10,401,127.2412017,36.28659871
2230715,13,10,401,127.31262203,36.28616859
2231756,19,10,401,127.264859,36.205982
2231776,19,10,401,127.2574389,36.266588
2238269,19,10,401,127.22818119,36.24555188
2238584,13,10,401,127.32378594,36.29880721
2239100,13,10,401,127.325355,36.297042
2240358,13,10,401,127.326212,36.296944
2241701,19,10,401,127.21963181,36.21258074
2242111,19,10,401,127.22537618,36.21050072
2245487,19,10,401,127.27004957,36.26867737
2247593,13,10,401,127.27004957,36.26867737
2248735,19,10,401,127.23801286,36.28228165
2251718,13,10,401,127.32295285,36.29829611
2251790,13,10,401,127.3217475,36.2986887
2251803,19,10,401,127.201114,36.214286
2255951,19,10,401,127.27365017,36.2705791
2256135,19,10,401,127.242249,36.288889
2257970,13,10,401,127.27365017,36.2705791
2258218,19,10,401,127.24172078,36.28847046
2258229,13,10,401,127.32122471,36.29635318
2258545,19,10,401,127.27408615,36.21770219
2259554,13,10,401,127.32317711,36.29853821
2260288,13,10,401,127.323988,36.29539
2260445,19,10,401,127.1541966,36.13305569
2261266,19,10,401,127.17592833,36.15941405
2261632,19,10,401,127.16037512,36.21322274
2262431,13,10,401,127.32091884,36.29363347
2262899,19,10,401,127.211074,36.195223
2263357,13,10,401,127.32078996,36.29369076
2264912,19,10,401,127.2129411,36.2173587
2265211,13,10,401,127.32002569,36.2923171
2265747,13,10,401,127.32251121,36.29968734
2265798,13,10,401,127.32273015,36.2996444
2266951,13,10,401,127.26802095,36.2738381
2270646,13,10,401,127.292962,36.264324
2271101,13,10,401,127.3229749,36.2983288
2271207,13,10,401,127.32208789,36.29724037
2271694,19,10,401,127.209177,36.171098
2272511,19,10,401,127.1452,36.18837
2272541,13,10,401,127.32336614,36.29874994
2273958,13,10,401,127.32089884,36.29378324
2274859,19,10,401,127.220729,36.208062
2275841,19,10,401,127.242594,36.288923
2276947,19,10,401,127.240249,36.279668
2277393,19,10,401,127.28927135,36.18207693
2277448,19,10,401,127.204106,36.20892
2277784,13,10,401,127.27108,36.271975
2281354,19,10,401,127.18938569,36.2085793
2282449,19,10,401,127.216841,36.2167579
2283878,13,10,401,127.3106955,36.28491715
2286169,19,10,401,127.167144,36.297943
2287572,19,10,401,127.26800189,36.20846431
2288843,19,10,401,127.24565519,36.27005355
2289733,19,10,401,127.20373462,36.17481391
2290395,19,10,401,127.242777,36.289945
2290781,13,10,401,127.32420375,36.29903796
2291558,19,10,401,127.261313,36.265028
2291816,13,10,401,127.31796702,36.28624008
2292096,19,10,401,127.2368717,36.1372787
2292870,13,10,401,127.32035806,36.29238368
2292929,13,10,401,127.32032185,36.29297234
2294655,19,10,401,127.220242,36.158806
2294837,19,10,401,127.239157,36.1695939
2295865,19,10,401,127.187927,36.208824
2297002,19,10,401,127.18764782,36.16419196
2297667,19,10,401,127.257922,36.266727
2299022,19,10,401,127.237666,36.284917
2299170,13,10,401,127.2983748,36.2795269
2299436,13,10,401,127.293885,36.276952
2302234,13,10,401,127.29954958,36.27977371
2302370,13,10,401,127.29982904,36.2798463
2302622,19,10,401,127.236249,36.138647
2302783,13,10,401,127.29994138,36.27984614
2304015,19,10,401,127.14666367,36.13401175
2304063,19,10,401,127.1526289,36.144231
2304828,19,10,401,127.28390694,36.26696348
2304897,19,10,401,127.26802095,36.2738381
2304918,13,10,401,127.28390694,36.26696348
2307313,18,10,401,127.2654909,36.2025476
2307626,19,10,401,127.2654909,36.2025476
2308511,19,10,401,127.217646,36.215025
2308932,19,10,401,127.22940771,36.26338238
2309703,19,10,401,127.267414,36.274447
2309945,19,10,401,127.226991,36.19266
2310012,13,10,401,127.267414,36.274447
2314445,13,10,401,127.31585283,36.29933913
2316419,19,10,401,127.15833664,36.14974022
2316553,19,10,401,127.3185235,36.2935334
2316756,13,10,401,127.3185235,36.2935334
2318321,13,10,401,127.31923433,36.29900585
2318360,19,10,401,127.243094,36.289086
2324107,19,10,401,127.240638,36.290583
2324122,19,10,401,127.230985,36.27705
2325065,19,10,401,127.27408,36.254504
2325289,19,10,401,127.21642256,36.20048761
2326654,19,10,401,127.246193,36.289917
2328838,19,10,401,127.276557,36.235508
2332601,19,10,401,127.15117,36.26309
2334087,13,10,401,127.32605264,36.29948376
2334731,19,10,401,127.218752,36.208093
2334748,19,10,401,127.217946,36.209714
2335576,19,10,401,127.24136,36.28925
2336198,19,10,401,127.24460975,36.28817177
2337112,13,10,401,127.32812206,36.2917468
2337432,19,10,401,127.32812206,36.2917468
2338169,19,10,401,127.196188,36.163103
2342051,13,10,401,127.269938,36.295695
2345463,13,10,401,127.32671227,36.29380885
2345895,13,10,401,127.3229125,36.29171854
2346072,19,10,401,127.3229125,36.29171854
2346199,13,10,401,127.32286778,36.29967472
2348893,13,10,401,127.26972109,36.29626536
2349028,13,10,401,127.27000237,36.29547
2349831,19,10,401,127.24257946,36.29008412
2350400,19,10,401,127.15482466,36.21145474
2351173,19,10,401,127.161126,36.178247
2353344,19,10,401,127.180116,36.245989
2353920,19,10,401,127.15093,36.146795
2354188,19,10,401,127.242999,36.288417
2354327,19,10,401,127.2438347,36.2900519
2354616,13,10,401,127.24006955,36.28912358
2355765,13,10,401,127.32716857,36.29956696
2356872,19,10,401,127.250433,36.275965
2358286,19,10,401,127.24006955,36.28912358
2360295,19,10,401,127.214363,36.268586
2360516,19,10,401,127.26347923,36.19830966
2360741,19,10,401,127.15508163,36.2115212
2361663,19,10,401,127.20374985,36.17494519
2362087,19,10,401,127.150097,36.139065
2363034,13,10,401,127.32172364,36.29775318
2363621,19,10,401,127.227195,36.241783
2364231,19,10,401,127.23218894,36.2663299
2366291,19,10,401,127.2362441,36.2862968
2367038,13,10,401,127.32171382,36.29580428
2367767,19,10,401,127.23227005,36.26634255
2370803,13,10,401,127.28142684,36.26699585
2370986,13,10,401,127.28116,36.267135
2371118,19,10,401,127.271415,36.253778
2371762,13,10,401,127.321458,36.289065
2371782,19,10,401,127.26582511,36.20564864
2372863,19,10,401,127.23720936,36.13740763
2373576,19,10,401,127.235921,36.288287
2374540,19,10,401,127.278178,36.260342
2374601,13,10,401,127.3196286,36.292305
2374801,19,10,401,127.158916,36.2126219
2376287,13,10,401,127.291481,36.273379
2377250,19,10,401,127.25878,36.268927
2377361,19,10,401,127.194783,36.286925
2377383,13,10,401,127.32776809,36.29755866
2378335,19,10,401,127.273559,36.2177503
2378495,19,10,401,127.217975,36.157527
2379281,13,10,401,127.29852,36.279827
2381099,19,10,401,127.321458,36.289065
2381100,19,10,401,127.291481,36.273379
2383363,19,10,401,127.250693,36.272724
2383668,19,10,401,127.28116,36.267135
2383721,13,10,401,127.27062464,36.29158616
2387219,19,10,401,127.25461211,36.27508429
2388701,19,10,401,127.19773448,36.21453093
2390566,19,10,401,127.23257155,36.28375309
2390568,13,10,401,127.32126989,36.2948089
2391733,19,10,401,127.254054,36.2753481
2391746,19,10,401,127.246332,36.285501
2395282,13,10,401,127.271998,36.272768
2395576,19,10,401,127.25719939,36.27854826
2395766,13,10,401,127.25719939,36.27854826
2395767,13,10,401,127.257729,36.278068
2395933,13,10,401,127.315142,36.239185
2396489,19,10,401,127.261012,36.276383
2399098,13,10,401,127.31874083,36.29574946
2399264,13,10,401,127.261012,36.276383
2400377,19,10,401,127.19696,36.214392
2402322,13,10,401,127.329076,36.241098
2403234,19,10,401,127.18952577,36.20851168
2405952,19,10,401,127.14140654,36.12772465
2407052,13,10,401,127.32716222,36.29882396
2408965,13,10,401,127.32656358,36.29760038
2409971,19,10,401,127.22827501,36.2460043
2414140,19,10,401,127.32587814,36.15274429
2414574,19,10,401,127.262256,36.114389
2414673,13,10,401,127.31919034,36.29518741
2415361,13,10,401,127.32520115,36.29507632
2415405,19,10,401,127.20631304,36.2097544
2415525,19,10,401,127.22526312,36.22225642
2415914,19,10,401,127.31077377,36.28504213
2416037,13,10,401,127.28468691,36.26684188
2416169,19,10,401,127.236747,36.137811
2416693,13,10,401,127.32845957,36.29754832
2418258,13,10,401,127.32001041,36.29478477
2418471,13,10,401,127.319177,36.223745
2418891,19,10,401,127.142482,36.132977
2420718,13,10,401,127.31077377,36.28504213
2423571,13,10,401,127.321689,36.293401
2423854,19,10,401,127.274444,36.274806
2423943,13,10,401,127.274444,36.274806
2424758,13,10,401,127.3236964,36.29488666
2426261,19,10,401,127.23854576,36.2822401
2426369,13,10,401,127.3237927,36.29924775
2426412,13,10,401,127.32404448,36.29937767
2426707,19,10,401,127.19331461,36.20809405
2427114,19,10,401,127.23724,36.276591
2427644,13,10,401,127.27414106,36.27291682
2428589,19,10,401,127.1940422,36.207751
2429352,19,10,401,127.22552061,36.22229934
2429602,13,10,401,127.32375632,36.29865395
2429868,13,10,401,127.321297,36.293722
2430800,19,10,401,127.2257298,36.2222564
2433887,19,10,401,127.154989,36.211635
